4-Chloromercuribenzenesulfonate;D01.632.750.740.220;
Chorionic Villi Sampling;;E05.200.998.054.149
Chorionic Villi Sampling;;E05.200.998.165
Chorionic Villi Sampling;;E05.242.384.100.149
Chorionic Villi Sampling;;E05.242.384.150
Chromosome Banding;;E01.370.225.500.385.130
Chromosome Banding;;E01.370.225.500.620.670.130
Chromosome Banding;;E01.370.225.750.600.670.130
Chromosome Banding;;E05.242.385.130
Chromosome Painting;;E01.370.225.500.620.670.325.350.125
Chromosome Painting;;E01.370.225.750.600.670.325.350.125
Chyle;;A15.382.520.150.350
Cialit;D01.632.750.100.347.350;
Clarithromycin;D04.345.349.250.100;
Clarithromycin;D09.408.477.250.100;
Click Chemistry;E05.198;E05.916.039.124
Click Chemistry;J01.897.836.500;G02.607.750.155.124
Click Chemistry;;J01.897.836.249.124
Clinical Chemistry Tests;E01.450.150;E01.370.225.124
Clinical Chemistry Tests;;E05.200.124
Clinical Clerkship;I02.358.399.450.110;I02.358.105
Clinical Enzyme Tests;E01.450.150.200;E01.370.225.124.200
Clinical Enzyme Tests;;E05.200.124.200
Clinical Laboratory Techniques;;E01.370.225
Clot Retraction;E01.450.375.625.160;E01.370.225.625.625.160
Clot Retraction;;E05.200.625.625.160
Clubfoot;;C05.660.585.512.380.500
Clubfoot;;C16.131.621.585.380.500
Coculture Techniques;E05.200.249.374;E05.240.374
Colony Count, Microbial;;E01.370.225.875.220
Colony-Forming Units Assay;;E01.370.225.500.383
Colony-Forming Units Assay;;E05.242.383
Color;G01.201.875.770.578.199;
Combinatorial Chemistry Techniques;E05.205;E05.916.039.312
Combinatorial Chemistry Techniques;E05.916.160;G02.607.750.155.249
Combinatorial Chemistry Techniques;;J01.897.836.249.249
Complement Fixation Tests;E01.450.495.735.150;E01.370.225.812.735.150
Complement Fixation Tests;;E05.200.812.735.150
Complement Hemolytic Activity Assay;E01.450.495.160.155;E01.370.225.812.160.155
Complement Hemolytic Activity Assay;E01.450.495.735.155;E01.370.225.812.735.155
Complement Hemolytic Activity Assay;;E05.200.812.160.155
Complement Hemolytic Activity Assay;;E05.200.812.735.155
Complementarity Determining Regions;D12.776.124.486.485.114.345.180;
Complementarity Determining Regions;D12.776.124.790.651.114.345.180;
Complementarity Determining Regions;D12.776.377.715.548.114.345.180;
Conalbumin;;D12.776.157.427.750.124
Conalbumin;;D12.776.556.579.750.124
Conization;E01.450.230.100.160;E01.370.225.500.384.100.160
Conization;E01.450.865.100.160;E01.370.225.998.054.160
Conization;;E05.200.500.384.100.160
Conization;;E05.200.998.054.160
Conization;;E05.242.384.100.160
Coombs' Test;E01.450.495.735.050.375.150;E01.370.225.812.735.050.375.150
Coombs' Test;;E05.200.812.735.050.375.150
Coordination Complexes;D01.632.214;
Cordocentesis;E01.450.865.632.150.150;E01.370.225.998.110.150
Cordocentesis;;E04.665.150.150
Cordocentesis;;E05.200.998.110.150
Corrosion Casting;;E01.370.225.500.620.620.150
Corrosion Casting;;E01.370.225.750.600.620.150
Cosmic Radiation;G01.201.875.750.235;G01.750.750.235
Counterimmunoelectrophoresis;E01.450.495.735.645.350.350.150;E01.370.225.812.735.645.350.350.150
Counterimmunoelectrophoresis;;E05.200.812.735.645.350.350.150
Creatine Kinase, Mitochondrial Form;;D12.776.575.186
Crossing Over, Genetic;G05.355.760.210;G05.355.760.615.200
Cryopreservation;E01.450.865.366.156;E01.370.225.500.620.760.160
Cryopreservation;;E01.370.225.750.600.760.160
Cryopreservation;;E02.792.156
Cryoultramicrotomy;;E01.370.225.500.620.530.160
Cryoultramicrotomy;;E01.370.225.750.600.530.160
Culture Techniques;E05.200.249;E05.240
Cystocele;C23.300.842.500.249;C23.300.842.624.249
Cytapheresis;E05.200.500.363.285;E05.242.363.285
Cytochalasin B;D04.345.349.156.370;
Cytochalasin D;D04.345.349.156.450;
Cytochalasins;D04.345.349.156;
Cytochrome b6f Complex;D05.500.562.124;D05.500.562.488.374
Cytochrome b6f Complex;D12.776.758.374;D12.776.183.750.750.374
Cytochrome b6f Complex;;D12.776.543.983.500.374
Cytochrome b6f Complex;;D12.776.765.199.750.750.374
Cytochromes b6;D12.776.758.374.500;D05.500.562.488.374.500
Cytochromes b6;;D12.776.183.750.750.374.500
Cytochromes b6;;D12.776.543.983.500.374.500
Cytochromes b6;;D12.776.765.199.750.750.374.500
Cytochromes f;D12.776.758.374.750;D05.500.562.488.374.750
Cytochromes f;;D12.776.183.750.750.374.750
Cytochromes f;;D12.776.543.983.500.374.750
Cytochromes f;;D12.776.765.199.750.750.374.750
Cytodiagnosis;E01.450.230;E01.370.225.500.384
Cytodiagnosis;;E05.200.500.384
Cytodiagnosis;;E05.242.384
Cytogenetic Analysis;;E01.370.225.500.385
Cytogenetic Analysis;;E05.242.385
Cytokine Receptor gp130;;D23.050.301.264.035.280
Cytological Techniques;;E01.370.225.500
Cytological Techniques;;E05.242
Cytopathogenic Effect, Viral;E01.450.230.235;E01.370.225.500.384.235
Cytopathogenic Effect, Viral;;E05.200.500.384.235
Cytopathogenic Effect, Viral;;E05.242.384.235
Cytophaga;B03.140.200.150;B03.140.130.150
Cytophaga;B03.440.400.425.325.150;B03.440.400.425.300.150
Cytophotometry;;E01.370.225.500.386
Cytophotometry;;E05.242.386
Cytotoxicity Tests, Immunologic;E01.450.495.160;E01.370.225.812.160
Cytotoxicity Tests, Immunologic;;E05.200.812.160
Darkness;G01.201.875.770.578.233;
Decalcification Technique;;E01.370.225.750.288
Delayed Diagnosis;;E02.288
Diet;E05.272;
Diet Fads;E02.642.249.250;
Diet, Atherogenic;E05.272.260;E05.263
Diet, Atherogenic;;G07.610.240.242
Diet, Cariogenic;E05.272.385;E05.270
Diet, Cariogenic;;G07.610.240.255
Diet, Gluten-Free;;E02.642.249.265
Diffusion Chambers, Culture;E05.200.249.437;E07.241
Diffusion Chambers, Culture;E05.200.500.387;
Diffusion Tensor Imaging;E01.370.376.224;E01.370.350.578.750
Diffusion Tensor Imaging;E05.278;E01.370.376.537.500
Diffusion Tensor Imaging;;E05.629.750
Dihydroalprenolol;;D02.033.100.624.698.055.200
Dihydroalprenolol;;D02.033.755.624.698.055.200
Disk Diffusion Antimicrobial Tests;;E01.370.225.875.595.399
Dissection;E01.450.865.221;E01.370.225.998.221
Dissection;;E05.200.998.221
Diverticulitis;;C01.539.463.298
DNA Contamination;E01.450.865.293;E01.370.225.998.293
DNA Contamination;;E05.200.998.293
DNA, A-Form;;G02.111.570.790.486.128
DNA, A-Form;;G05.360.580.114
DNA, C-Form;;G02.111.570.790.486.156
DNA, C-Form;;G05.360.580.128
DNA, Catenated;;G02.111.570.790.486.212.084
DNA, Catenated;;G05.360.580.156.084
DNA, Circular;;G02.111.570.790.486.212
DNA, Circular;;G05.360.580.156
DNA, Concatenated;;G02.111.570.790.486.268
DNA, Concatenated;;G05.360.580.212
DNA, Single-Stranded;;G02.111.570.790.486.437
DNA, Single-Stranded;;G05.360.580.437
DNA, Superhelical;;G02.111.570.790.486.212.250
DNA, Superhelical;;G05.360.580.156.250
DNA, Z-Form;;G02.111.570.790.486.493
DNA, Z-Form;;G05.360.580.493
Donor Selection;E04.932.500;E04.936.537.500
Dose-Response Relationship, Radiation;G01.201.875.740.500;G01.750.740.500
Douglas' Pouch;A01.047.025.600.225;A01.923.047.025.600.225
Drosophila Proteins;D12.776.466.462;D12.776.092.500.462
Drug Screening Assays, Antitumor;;E01.370.225.500.388
Drug Screening Assays, Antitumor;;E05.242.388
Dysuria;C23.888.942.325;C23.888.942.343.274
Echoencephalography;E01.370.376.560.260;E01.370.350.578.937.260
Echoencephalography;;E01.370.376.537.750.260
Echoencephalography;;E05.629.937.260
Electric Capacitance;G01.201.249.270;G01.358.500.249.270
Electric Conductivity;G01.201.249.277;G01.358.500.249.277
Electric Impedance;G01.201.249.277.350;G01.358.500.249.277.350
Electricity;G01.201.249;G01.358.500.249
Electrochemotherapy;E05.200.500.410.500;E05.242.448.500
Electromagnetic Fields;G01.201.260;G01.358.500.260
Electromagnetic Fields;G01.201.875.240;G01.358.750.500
Electromagnetic Phenomena;G01.201;G01.358.500
Electron Transport Chain Complex Proteins;;D12.776.543.277
Electron Transport Complex I;;D12.776.543.277.500.500
Electron Transport Complex II;;D12.776.543.277.500.750
Electron Transport Complex II;;D12.776.543.277.875.249
Electron Transport Complex III;;D12.776.543.277.875.500
Electron Transport Complex IV;;D12.776.543.277.687
Electron-Transferring Flavoproteins;;D12.776.543.277.500
Electrons;G01.201.750;G01.358.500.750
Electroporation;E05.200.500.410;E05.242.448
Embolization, Therapeutic;;E02.926.500
Embryo Culture Techniques;E05.200.249.468;E05.240.468
Emergency Medical Technicians;;M01.526.373.250
Endometrial Stromal Tumors;C04.588.945.418.948.585.374;C04.557.450.565.325
Endometrial Stromal Tumors;;C04.557.450.795.332
Endopeptidase Clp;;D12.776.183.249
Endopeptidase Clp;;D12.776.575.374
Endopeptidase Clp;;D12.776.765.199.249
Enterobacter sakazakii;B03.440.450.425.275.700;B03.440.450.425.198.150
Enterobacter sakazakii;B03.660.250.150.170.700;B03.660.250.150.098.150
Entomoplasmataceae;B03.440.860.112;B03.440.860.300.250
Enzyme Multiplied Immunoassay Technique;E01.450.495.410.350.210;E05.478.566.350.180
Enzyme Multiplied Immunoassay Technique;E01.450.495.435.400.180;E05.478.583.400.180
Enzyme Multiplied Immunoassay Technique;E05.478.594.410.350.180;
Enzyme Multiplied Immunoassay Technique;E05.478.594.430.400.180;
Enzyme-Linked Immunosorbent Assay;E01.450.495.410.350.200;E05.478.566.350.170
Enzyme-Linked Immunosorbent Assay;E01.450.495.410.380.200;E05.478.566.380.360
Enzyme-Linked Immunosorbent Assay;E01.450.495.435.400.170;E05.478.583.400.170
Enzyme-Linked Immunosorbent Assay;E05.478.594.410.350.170;
Enzyme-Linked Immunosorbent Assay;E05.478.594.410.380.360;
Enzyme-Linked Immunosorbent Assay;E05.478.594.430.400.170;
Enzyme-Linked Immunospot Assay;E01.450.495.410.350.200.500;E01.370.225.500.508
Enzyme-Linked Immunospot Assay;E01.450.495.410.380.200.500;E05.242.508
Enzyme-Linked Immunospot Assay;E01.450.495.435.400.170.500;E05.478.566.350.170.500
Enzyme-Linked Immunospot Assay;E05.478.594.410.350.170.500;E05.478.566.380.360.500
Enzyme-Linked Immunospot Assay;E05.478.594.410.380.360.500;E05.478.583.400.170.500
Enzyme-Linked Immunospot Assay;E05.478.594.430.400.170.500;
Epiglottitis;C08.730.368.351;C08.730.798.200
Epitope Mapping;E01.450.495.200;E05.478.274
Epitope Mapping;E05.478.594.280;
Epothilones;D04.345.349.187;
Erythrocyte Aggregation;E01.450.375.225;E01.370.225.625.225
Erythrocyte Aggregation;;E05.200.625.225
Erythrocyte Count;E01.450.375.107.330;E01.370.225.500.195.107.330
Erythrocyte Count;;E01.370.225.625.107.330
Erythrocyte Count;;E05.200.625.107.330
Erythrocyte Count;;E05.242.195.107.330
Erythrocyte Indices;E01.450.375.230;E01.370.225.625.230
Erythrocyte Indices;;E05.200.625.230
Erythromycin;D04.345.349.250;
Erythromycin;D09.408.477.250;
Erythromycin Estolate;D04.345.349.250.250;
Erythromycin Estolate;D09.408.477.250.250;
Erythromycin Ethylsuccinate;D04.345.349.250.260;
Erythromycin Ethylsuccinate;D09.408.477.250.260;
Esophageal pH Monitoring;E01.450.150.210;E01.370.225.124.210
Esophageal pH Monitoring;;E05.200.124.210
Ethylmercuric Chloride;D01.632.750.100.347.417;
Ethylmercury Compounds;D01.632.750.100.347;
Examination Questions;V02.575.249;V02.395
Exercise;G11.427.590.237;G11.427.590.530.698.277
Fabry Disease;;C10.228.140.300.275.374
Fabry Disease;;C14.907.253.329.374
Facial Nerve;;A08.800.050.050.275
Facial Nerve;;A08.800.050.600.149
Facial Nerve;;A08.800.800.060.275
Failed Back Surgery Syndrome;C10.597.617.152.199;C10.597.617.232.199
Failure to Thrive;C23.550.393.225;C23.888.338
Fasting;E05.272.549;G07.610.240.587
Ferric Compounds;D01.632.550.100;
Ferrochelatase;;D12.776.157.427.374.375.957
Ferrochelatase;;D12.776.556.579.374.375.617
Ferrochelatase;;D12.776.575.562
Ferrous Compounds;D01.632.550.200;
Fibrobacter;B03.440.425.410.410;B03.335.300
Fibrobacter;;B03.440.425.410.047.300
Fibroins;D12.776.878.500;D12.776.092.500.809.500
Fibroins;;D12.776.092.750.500
FIGLU Test;E01.450.375.300;E01.370.225.625.300
FIGLU Test;;E05.200.625.300
Filipin;D04.345.349.290;
Flexibacter;B03.140.200.200;B03.140.130.200
Flexibacter;B03.440.400.425.325.200;B03.440.400.425.300.200
Flexibacteraceae;B03.140.200;B03.140.130
Flexibacteraceae;B03.440.400.425.325;B03.440.400.425.300
Flexibacteraceae Infections;C01.252.400.368;C01.252.400.245
Flight, Animal;G11.427.590.530.281;G11.427.590.530.568.304
Flight, Animal;;G11.427.590.530.698.416
Flocculation Tests;E01.450.495.735.645.300;E01.370.225.812.735.645.300
Flocculation Tests;;E05.200.812.735.645.300
Flow Cytometry;;E01.370.225.500.363.342
Flow Cytometry;;E01.370.225.500.386.350
Flow Cytometry;;E05.200.500.363.342
Flow Cytometry;;E05.242.363.342
Flow Cytometry;;E05.242.386.350
Fluorescence;G01.201.875.770.578.665.500;G01.358.500.505.650.665.500
Fluorescence Polarization Immunoassay;E01.450.495.435.375.341.350;E05.478.412.341.350
Fluorescence Polarization Immunoassay;E05.478.594.430.375.341.350;E05.478.566.159.350
Fluorescent Antibody Technique;E01.450.495.435.375;E01.370.225.500.607.512.240
