root/c/integrationtest/python/should_filter_resources_tests.py,root/c/integrationtest/python,44.0,44.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
root/c/integrationtest/python/should_force_exclude_task_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
root/c/integrationtest/python/should_invoke_initializer_when_environments_match_tests.py,root/c/integrationtest/python,0,0,43.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/c/integrationtest/python/should_list_multiple_tasks_for_project_using_core_plugin_tests.py,root/c/integrationtest/python,39.0,39.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
root/c/integrationtest/python/should_list_multiple_tasks_for_simple_project_tests.py,root/c/integrationtest/python,44.0,44.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,45.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/c/integrationtest/python/should_list_single_task_for_simple_project_tests.py,root/c/integrationtest/python,35.0,35.0,35.0,35.0,35.0,35.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
root/c/integrationtest/python/should_not_invoke_initializer_when_environment_do_not_match_tests.py,root/c/integrationtest/python,0,0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
root/c/integrationtest/python/should_raise_exception_optional_exclude_required_task_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
root/c/integrationtest/python/should_raise_exception_when_no_default_goal_is_given_tests.py,root/c/integrationtest/python,35.0,35.0,35.0,35.0,35.0,35.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0
root/c/integrationtest/python/should_raise_exception_when_project_is_not_valid_tests.py,root/c/integrationtest/python,0,0,37.0,37.0,37.0,37.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0
root/c/integrationtest/python/should_set_pyfix_glob_from_suffix_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,68.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
root/c/integrationtest/python/should_skip_non_teardown_on_task_failure_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0
root/c/integrationtest/python/should_skip_undefined_keys_when_filtering_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
root/c/integrationtest/python/should_support_annotated_tasks_and_actions_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
root/c/integrationtest/python/should_suppress_error_during_teardown_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0
root/c/integrationtest/python/should_write_manifest_file_tests.py,root/c/integrationtest/python,47.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0
root/c/integrationtest/python/should_write_namespace_packages_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,122.0,122.0,123.0,123.0,125.0,125.0
root/c/integrationtest/python/should_write_setup_file_tests.py,root/c/integrationtest/python,66.0,87.0,88.0,88.0,88.0,88.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0,90.0,90.0,90.0,90.0,93.0,93.0,93.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,118.0,118.0,118.0,118.0,118.0,120.0,120.0
root/c/integrationtest/python/should_write_setup_file_with_requirements_tests.py,root/c/integrationtest/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,125.0,125.0,125.0,125.0,125.0,127.0,127.0
root/c/main,root/c,2947.0,2977.0,3337.0,3337.0,3351.0,3351.0,3623.0,3628.0,3628.0,3628.0,3628.0,3647.0,3722.0,3815.0,3986.0,4020.0,4144.0,4478.0,4572.0,4851.0,5056.0,5100.0,5224.0,5420.0,5426.0,5349.0,5349.0,5434.0,5704.0,5941.0,5949.0,5955.0,5965.0,6288.0,6294.0,6966.0,7011.0,7501.0,7675.0,7692.0,7731.0,7799.0,8064.0,8064.0,8078.0,8087.0,8296.0,8534.0,8552.0,8587.0,8607.0,8645.0,8647.0
root/c/main/python,root/c/main,2947.0,2977.0,3337.0,3337.0,3351.0,3351.0,3623.0,3628.0,3628.0,3628.0,3628.0,3647.0,3722.0,3815.0,3986.0,4020.0,4144.0,4478.0,4572.0,4851.0,5056.0,5100.0,5224.0,5420.0,5426.0,5349.0,5349.0,5434.0,5704.0,5941.0,5949.0,5955.0,5965.0,6288.0,6294.0,6966.0,7011.0,7501.0,7675.0,7692.0,7731.0,7799.0,8064.0,8064.0,8078.0,8087.0,8296.0,8534.0,8552.0,8587.0,8607.0,8645.0,8647.0
root/c/main/python/pybuilder,root/c/main/python,0,0,0,0,0,0,3603.0,3608.0,3608.0,3608.0,3608.0,3627.0,3702.0,3795.0,3966.0,4000.0,4124.0,4478.0,4572.0,4851.0,5056.0,5100.0,5224.0,5420.0,5426.0,5349.0,5349.0,5434.0,5704.0,5941.0,5949.0,5955.0,5965.0,6288.0,6294.0,6966.0,7011.0,7501.0,7675.0,7692.0,7731.0,7799.0,8064.0,8064.0,8078.0,8087.0,8296.0,8534.0,8552.0,8587.0,8607.0,8645.0,8647.0
root/c/main/python/pybuilder/__init__.py,root/c/main/python/pybuilder,0,0,0,0,0,0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,33.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
root/c/main/python/pybuilder/ci_server_interaction.py,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,53.0,53.0,71.0,71.0,71.0,71.0,71.0,71.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
root/c/main/python/pybuilder/cli.py,root/c/main/python/pybuilder,0,0,0,0,0,0,316.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,343.0,333.0,333.0,347.0,347.0,347.0,347.0,347.0,350.0,352.0,352.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,374.0,378.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0
root/c/main/python/pybuilder/core.py,root/c/main/python/pybuilder,0,0,0,0,0,0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,390.0,395.0,395.0,409.0,410.0,410.0,413.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,475.0,512.0,564.0,575.0,575.0,581.0,581.0,593.0,593.0,595.0,595.0,604.0,604.0,604.0,604.0,604.0,624.0,624.0
root/c/main/python/pybuilder/coverage_utils.py,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,124.0,124.0,124.0,124.0,124.0,124.0
root/c/main/python/pybuilder/errors.py,root/c/main/python/pybuilder,0,0,0,0,0,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,116.0,116.0,116.0,116.0,116.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,114.0,110.0,117.0,117.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
root/c/main/python/pybuilder/excp_util_2.py,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
root/c/main/python/pybuilder/excp_util_3.py,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
root/c/main/python/pybuilder/execution.py,root/c/main/python/pybuilder,0,0,0,0,0,0,285.0,285.0,285.0,285.0,285.0,303.0,298.0,298.0,298.0,298.0,298.0,299.0,299.0,299.0,299.0,299.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,322.0,322.0,322.0,322.0,352.0,352.0,424.0,424.0,485.0,487.0,487.0,487.0,487.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0
root/c/main/python/pybuilder/graph_utils.py,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
root/c/main/python/pybuilder/pip_common.py,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,53.0,53.0,53.0,61.0,61.0,61.0,61.0
root/c/main/python/pybuilder/pip_utils.py,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0,167.0,167.0,177.0,182.0,182.0,182.0,182.0,194.0,194.0,194.0,202.0,202.0,199.0,199.0
root/c/main/python/pybuilder/pluginhelper,root/c/main/python/pybuilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,88.0,92.0,79.0,79.0,79.0,79.0,79.0,79.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
root/c/main/python/pybuilder/pluginhelper/__init__.py,root/c/main/python/pybuilder/pluginhelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/c/main/python/pybuilder/pluginhelper/external_command.py,root/c/main/python/pybuilder/pluginhelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,73.0,77.0,79.0,79.0,79.0,79.0,79.0,79.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
root/c/main/python/pybuilder/pluginloader.py,root/c/main/python/pybuilder,0,0,0,0,0,0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,65.0,65.0,65.0,69.0,69.0,69.0,113.0,113.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,150.0,154.0,158.0,158.0,211.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,206.0,206.0
root/c/main/python/pybuilder/plugins,root/c/main/python/pybuilder,0,0,0,0,0,0,1900.0,1906.0,1906.0,1906.0,1906.0,1907.0,1987.0,2080.0,2185.0,2227.0,2338.0,2505.0,2554.0,2678.0,2811.0,2839.0,2929.0,3079.0,3085.0,3000.0,3000.0,3085.0,3250.0,3328.0,3336.0,3342.0,3352.0,3545.0,3539.0,3793.0,3797.0,3947.0,3931.0,3944.0,3976.0,3978.0,4168.0,4168.0,4168.0,4165.0,4211.0,4449.0,4449.0,4468.0,4477.0,4494.0,4496.0
root/c/main/python/pybuilder/plugins/__init__.py,root/c/main/python/pybuilder/plugins,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,23.0,23.0,23.0,23.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
root/c/main/python/pybuilder/plugins/analysis_plugin.py,root/c/main/python/pybuilder/plugins,0,0,0,0,0,0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
root/c/main/python/pybuilder/plugins/copy_resources_plugin.py,root/c/main/python/pybuilder/plugins,0,0,0,0,0,0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
root/c/main/python/pybuilder/plugins/core_plugin.py,root/c/main/python/pybuilder/plugins,0,0,0,0,0,0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,106.0,106.0,107.0,107.0,117.0,128.0,132.0,132.0,132.0,132.0,132.0,132.0,135.0,135.0,135.0,135.0,135.0,135.0,139.0,139.0
root/c/main/python/pybuilder/plugins/exec_plugin.py,root/c/main/python/pybuilder/plugins,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
root/c/main/python/pybuilder/plugins/filter_resources_plugin.py,root/c/main/python/pybuilder/plugins,0,0,0,0,0,0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
root/c/main/python/pybuilder/plugins/python,root/c/main/python/pybuilder/plugins,0,0,0,0,0,0,1601.0,1607.0,1607.0,1607.0,1607.0,1608.0,1608.0,1608.0,1713.0,1755.0,1866.0,2025.0,2074.0,2198.0,2331.0,2359.0,2436.0,2584.0,2584.0,2499.0,2499.0,2584.0,2749.0,2827.0,2835.0,2841.0,2851.0,3036.0,3030.0,3283.0,3287.0,3427.0,3400.0,3409.0,3441.0,3443.0,3633.0,3633.0,3633.0,3627.0,3673.0,3911.0,3911.0,3930.0,3939.0,3952.0,3954.0
root/c/main/python/pybuilder/plugins/python/__init__.py,root/c/main/python/pybuilder/plugins/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,21.0,21.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
root/c/main/python/pybuilder/plugins/python/core_plugin.py,root/c/main/python/pybuilder/plugins/python,0,0,0,0,0,0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,125.0,125.0,127.0,127.0,127.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0
root/c/main/python/pybuilder/plugins/python/coverage_plugin.py,root/c/main/python/pybuilder/plugins/python,0,0,0,0,0,0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,181.0,181.0,181.0,183.0,183.0,183.0,185.0,185.0,185.0,189.0,193.0,193.0,193.0,193.0,306.0,308.0,402.0,402.0,402.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,421.0,421.0,421.0,421.0,423.0,423.0,423.0
root/c/main/python/pybuilder/plugins/python/cram_plugin.py,root/c/main/python/pybuilder/plugins/python,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,117.0,119.0,119.0,119.0,119.0,119.0,119.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,124.0,126.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0
root/c/main/python/pybuilder/plugins/python/distutils_plugin.py,root/c/main/python/pybuilder/plugins/python,0,0,0,0,0,0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,234.0,234.0,234.0,241.0,241.0,243.0,243.0,247.0,287.0,287.0,287.0,287.0,287.0,287.0,306.0,306.0,306.0,306.0,317.0,317.0,343.0,347.0,480.0,504.0,505.0,532.0,532.0,532.0,532.0,532.0,532.0,538.0,573.0,573.0,590.0,597.0,612.0,612.0
