root/lib/src/main/java/com/tbruyelle/rxpermissions2/RxPermissionsFragment.java,root/lib/src/main/java/com/tbruyelle/rxpermissions2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,101.0,0,0,0,0,101.0,101.0,112.0
root/lib/src/main/res,root/lib/src/main,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/lib/src/main/res/values,root/lib/src/main/res,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/lib/src/main/res/values/strings.xml,root/lib/src/main/res/values,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
root/lib/src/test,root/lib/src,250.0,250.0,695.0,783.0,966.0,966.0,966.0,543.0,543.0,543.0,543.0,543.0,543.0,556.0,556.0,516.0,516.0,556.0,556.0,556.0,556.0,675.0,673.0,676.0
root/lib/src/test/java,root/lib/src/test,250.0,250.0,695.0,783.0,966.0,966.0,966.0,543.0,543.0,543.0,543.0,543.0,543.0,556.0,556.0,516.0,516.0,556.0,556.0,556.0,556.0,675.0,673.0,676.0
root/lib/src/test/java/com,root/lib/src/test/java,250.0,250.0,695.0,783.0,966.0,966.0,966.0,543.0,543.0,543.0,543.0,543.0,543.0,556.0,556.0,516.0,516.0,556.0,556.0,556.0,556.0,675.0,673.0,676.0
root/lib/src/test/java/com/tbruyelle,root/lib/src/test/java/com,250.0,250.0,695.0,783.0,966.0,966.0,966.0,543.0,543.0,543.0,543.0,543.0,543.0,556.0,556.0,516.0,516.0,556.0,556.0,556.0,556.0,675.0,673.0,676.0
root/lib/src/test/java/com/tbruyelle/rxpermissions,root/lib/src/test/java/com/tbruyelle,250.0,250.0,695.0,783.0,966.0,966.0,966.0,543.0,543.0,543.0,543.0,543.0,543.0,556.0,556.0,0,0,556.0,556.0,556.0,556.0,0,0,0
root/lib/src/test/java/com/tbruyelle/rxpermissions/RxPermissionsTest.java,root/lib/src/test/java/com/tbruyelle/rxpermissions,250.0,250.0,695.0,783.0,966.0,966.0,966.0,543.0,543.0,543.0,543.0,543.0,543.0,556.0,556.0,0,0,556.0,556.0,556.0,556.0,0,0,0
root/lib/src/test/java/com/tbruyelle/rxpermissions2,root/lib/src/test/java/com/tbruyelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.0,516.0,0,0,0,0,675.0,673.0,676.0
root/lib/src/test/java/com/tbruyelle/rxpermissions2/RxPermissionsTest.java,root/lib/src/test/java/com/tbruyelle/rxpermissions2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.0,516.0,0,0,0,0,675.0,673.0,676.0
root/sample,root,126.0,126.0,131.0,131.0,131.0,131.0,131.0,123.0,123.0,123.0,138.0,138.0,146.0,146.0,146.0,152.0,155.0,197.0,197.0,197.0,197.0,203.0,203.0,207.0
root/sample/src,root/sample,126.0,126.0,131.0,131.0,131.0,131.0,131.0,123.0,123.0,123.0,138.0,138.0,146.0,146.0,146.0,152.0,155.0,197.0,197.0,197.0,197.0,203.0,203.0,207.0
root/sample/src/main,root/sample/src,126.0,126.0,131.0,131.0,131.0,131.0,131.0,123.0,123.0,123.0,138.0,138.0,146.0,146.0,146.0,152.0,155.0,149.0,149.0,149.0,149.0,155.0,155.0,159.0
root/sample/src/main/AndroidManifest.xml,root/sample/src/main,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
root/sample/src/main/java,root/sample/src/main,72.0,72.0,78.0,78.0,78.0,78.0,78.0,70.0,70.0,70.0,85.0,85.0,93.0,93.0,93.0,99.0,99.0,93.0,93.0,93.0,93.0,99.0,99.0,103.0
root/sample/src/main/java/com,root/sample/src/main/java,72.0,72.0,78.0,78.0,78.0,78.0,78.0,70.0,70.0,70.0,85.0,85.0,93.0,93.0,93.0,99.0,99.0,93.0,93.0,93.0,93.0,99.0,99.0,103.0
root/sample/src/main/java/com/tbruyelle,root/sample/src/main/java/com,72.0,72.0,78.0,78.0,78.0,78.0,78.0,70.0,70.0,70.0,85.0,85.0,93.0,93.0,93.0,99.0,99.0,93.0,93.0,93.0,93.0,99.0,99.0,103.0
root/sample/src/main/java/com/tbruyelle/rxpermissions,root/sample/src/main/java/com/tbruyelle,72.0,72.0,78.0,78.0,78.0,78.0,78.0,70.0,70.0,70.0,85.0,85.0,93.0,93.0,93.0,0,0,93.0,93.0,93.0,93.0,0,0,0
root/sample/src/main/java/com/tbruyelle/rxpermissions/sample,root/sample/src/main/java/com/tbruyelle/rxpermissions,72.0,72.0,78.0,78.0,78.0,78.0,78.0,70.0,70.0,70.0,85.0,85.0,93.0,93.0,93.0,0,0,93.0,93.0,93.0,93.0,0,0,0
root/sample/src/main/java/com/tbruyelle/rxpermissions/sample/MainActivity.java,root/sample/src/main/java/com/tbruyelle/rxpermissions/sample,72.0,72.0,78.0,78.0,78.0,78.0,78.0,70.0,70.0,70.0,85.0,85.0,93.0,93.0,93.0,0,0,93.0,93.0,93.0,93.0,0,0,0
root/sample/src/main/java/com/tbruyelle/rxpermissions2,root/sample/src/main/java/com/tbruyelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,99.0,0,0,0,0,99.0,99.0,103.0
root/sample/src/main/java/com/tbruyelle/rxpermissions2/sample,root/sample/src/main/java/com/tbruyelle/rxpermissions2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,99.0,0,0,0,0,99.0,99.0,103.0
root/sample/src/main/java/com/tbruyelle/rxpermissions2/sample/MainActivity.java,root/sample/src/main/java/com/tbruyelle/rxpermissions2/sample,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,99.0,0,0,0,0,99.0,99.0,103.0
root/sample/src/main/res,root/sample/src/main,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
root/sample/src/main/res/layout,root/sample/src/main/res,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
root/sample/src/main/res/layout/act_main.xml,root/sample/src/main/res/layout,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
root/sample/src/main/res/values,root/sample/src/main/res,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
root/sample/src/main/res/values/strings.xml,root/sample/src/main/res/values,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
root/sample/src/test,root/sample/src,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/sample/src/test/java,root/sample/src/test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/sample/src/test/java/com,root/sample/src/test/java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/sample/src/test/java/com/tbruyelle,root/sample/src/test/java/com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/sample/src/test/java/com/tbruyelle/rxpermissions,root/sample/src/test/java/com/tbruyelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/sample/src/test/java/com/tbruyelle/rxpermissions/sample,root/sample/src/test/java/com/tbruyelle/rxpermissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
root/sample/src/test/java/com/tbruyelle/rxpermissions/sample/RxPermissionsSampleTest.java,root/sample/src/test/java/com/tbruyelle/rxpermissions/sample,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
